Id,State,PercentCurrent,AreaCurrent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,ReleaseDate
3723020,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,8/28/07
3723021,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,8/28/07
3723022,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,8/28/07
3734620,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/4/07
3734621,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,9/4/07
3734622,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,9/4/07
3746178,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/11/07
3746179,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,9/11/07
3746180,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,9/11/07
3757781,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/18/07
3757782,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,9/18/07
3757783,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,9/18/07
3769411,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/25/07
3769412,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,9/25/07
3769413,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,9/25/07
3781059,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/2/07
3781060,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,10/2/07
3781061,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,10/2/07
3792896,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/9/07
3792897,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,10/9/07
3792898,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,10/9/07
3804854,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/16/07
3804855,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,10/16/07
3804856,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,10/16/07
3816768,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/23/07
3816769,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,10/23/07
3816770,CA,62.22,465.86,0,0,1,3,D2  ,Alameda County,748.73,10/23/07
3828013,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/30/07
3828014,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,10/30/07
3838414,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/6/07
3838415,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,11/6/07
3849065,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/13/07
3849066,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,11/13/07
3859822,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/20/07
3859823,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,11/20/07
3870711,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/27/07
3870712,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,11/27/07
3881533,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,12/4/07
3881534,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,12/4/07
3892355,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,12/11/07
3892356,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,12/11/07
3903053,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,12/18/07
3903054,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,12/18/07
3913511,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,12/25/07
3913512,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,12/25/07
3928412,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,1/1/08
