Id,State,PercentCurrent,AreaCurrent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,ReleaseDate
8353731,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,8/27/02
8364961,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/3/02
8376309,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/10/02
8387934,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/17/02
8399223,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/24/02
8410293,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/1/02
8420823,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/8/02
8431390,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/15/02
8441631,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/22/02
8451623,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/29/02
8461392,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/5/02
8470966,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/12/02
8480262,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/19/02
8489374,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,11/26/02
8498457,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,12/3/02
8507635,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,12/10/02
8657221,CA,4.88,36.53,0,0,1,1,D0  ,Alameda County,748.73,4/1/03
8666719,CA,8.4,62.91,0,0,1,1,D0  ,Alameda County,748.73,4/8/03
8939718,CA,84.42,632.04,0,0,1,1,D0  ,Alameda County,748.73,10/14/03
8949095,CA,91.69,686.54,0,0,1,1,D0  ,Alameda County,748.73,10/21/03
8958497,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/28/03
2106782,CA,10.67,79.87,0,0,1,1,D0  ,Alameda County,748.73,4/13/04
2118004,CA,10.67,79.87,0,0,1,1,D0  ,Alameda County,748.73,4/20/04
2127124,CA,10.67,79.87,0,0,1,1,D0  ,Alameda County,748.73,4/27/04
2136275,CA,49.51,370.71,0,0,1,1,D0  ,Alameda County,748.73,5/4/04
2145485,CA,46.13,345.37,0,0,1,1,D0  ,Alameda County,748.73,5/11/04
2154640,CA,46.13,345.37,0,0,1,1,D0  ,Alameda County,748.73,5/18/04
2163549,CA,55.32,414.17,0,0,1,1,D0  ,Alameda County,748.73,5/25/04
2172696,CA,38.8,290.48,0,0,1,1,D0  ,Alameda County,748.73,6/1/04
2181703,CA,45.22,338.56,0,0,1,1,D0  ,Alameda County,748.73,6/8/04
2190724,CA,45.22,338.56,0,0,1,1,D0  ,Alameda County,748.73,6/15/04
2199563,CA,41.58,311.36,0,0,1,1,D0  ,Alameda County,748.73,6/22/04
2208151,CA,43.76,327.65,0,0,1,1,D0  ,Alameda County,748.73,6/29/04
2216525,CA,41.58,311.36,0,0,1,1,D0  ,Alameda County,748.73,7/6/04
2224784,CA,41.58,311.36,0,0,1,1,D0  ,Alameda County,748.73,7/13/04
2233138,CA,41.58,311.36,0,0,1,1,D0  ,Alameda County,748.73,7/20/04
2241571,CA,41.58,311.36,0,0,1,1,D0  ,Alameda County,748.73,7/27/04
2249893,CA,30.98,231.94,0,0,1,1,D0  ,Alameda County,748.73,8/3/04
2258300,CA,63.41,474.73,0,0,1,1,D0  ,Alameda County,748.73,8/10/04
2266648,CA,63.41,474.73,0,0,1,1,D0  ,Alameda County,748.73,8/17/04
2274909,CA,63.41,474.73,0,0,1,1,D0  ,Alameda County,748.73,8/24/04
2283214,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,8/31/04
2291440,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/7/04
2299513,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/14/04
2307656,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/21/04
2315836,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,9/28/04
2324093,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/5/04
2332612,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/12/04
2341059,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,10/19/04
2349424,CA,0.1,0.74,0,0,1,1,D0  ,Alameda County,748.73,10/26/04
2357789,CA,0.15,1.12,0,0,1,1,D0  ,Alameda County,748.73,11/2/04
2366018,CA,0.15,1.12,0,0,1,1,D0  ,Alameda County,748.73,11/9/04
2374195,CA,0.06,0.41,0,0,1,1,D0  ,Alameda County,748.73,11/16/04
2382391,CA,0.06,0.41,0,0,1,1,D0  ,Alameda County,748.73,11/23/04
2847704,CA,85.91,643.2,0,0,1,1,D0  ,Alameda County,748.73,11/29/05
3426642,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,1/23/07
3435436,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,1/30/07
3444249,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,2/6/07
3453035,CA,80.09,599.67,0,0,1,1,D0  ,Alameda County,748.73,2/13/07
3461916,CA,80.09,599.67,0,0,1,1,D0  ,Alameda County,748.73,2/20/07
3470873,CA,88.58,663.25,0,0,1,1,D0  ,Alameda County,748.73,2/27/07
3479657,CA,88.58,663.25,0,0,1,1,D0  ,Alameda County,748.73,3/6/07
3488341,CA,88.58,663.25,0,0,1,1,D0  ,Alameda County,748.73,3/13/07
3497292,CA,85.66,641.37,0,0,1,1,D0  ,Alameda County,748.73,3/20/07
3506198,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,3/27/07
3515027,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,4/3/07
3523613,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,4/10/07
3523614,CA,82.79,619.9,0,0,1,2,D1  ,Alameda County,748.73,4/10/07
3532260,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,4/17/07
3532261,CA,100,748.73,0,0,1,2,D1  ,Alameda County,748.73,4/17/07
3540921,CA,100,748.73,0,0,1,1,D0  ,Alameda County,748.73,4/24/07
