Id,State,PercentCurrent,AreaCurrent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,ReleaseDate
7031882,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,1/4/00
7031883,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,1/4/00
7031884,NE,67.02,377.67,0,0,1,3,D2  ,Adams County,563.54,1/4/00
7041130,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,1/11/00
7041131,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,1/11/00
7041132,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,1/11/00
7050421,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,1/18/00
7050422,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,1/18/00
7050423,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,1/18/00
7059598,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,1/25/00
7059599,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,1/25/00
7059600,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,1/25/00
7068733,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,2/1/00
7068734,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,2/1/00
7068735,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,2/1/00
7077997,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,2/8/00
7077998,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,2/8/00
7077999,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,2/8/00
7087335,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,2/15/00
7087336,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,2/15/00
7087337,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,2/15/00
7096677,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,2/22/00
7096678,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,2/22/00
7096679,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,2/22/00
7106123,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,2/29/00
7106124,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,2/29/00
7106125,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,2/29/00
7115844,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,3/7/00
7115845,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,3/7/00
7115846,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,3/7/00
7125647,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,3/14/00
7125648,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,3/14/00
7125649,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,3/14/00
7135417,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,3/21/00
7135418,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,3/21/00
7135419,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,3/21/00
7145078,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,3/28/00
7145079,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,3/28/00
7145080,NE,35.73,201.34,0,0,1,3,D2  ,Adams County,563.54,3/28/00
7154620,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,4/4/00
7154621,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,4/4/00
7154622,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,4/4/00
7164079,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,4/11/00
7164080,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,4/11/00
7164081,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,4/11/00
7173728,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,4/18/00
7173729,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,4/18/00
7173730,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,4/18/00
7183290,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,4/25/00
7183291,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,4/25/00
7183292,NE,91.06,513.15,0,0,1,3,D2  ,Adams County,563.54,4/25/00
7193028,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,5/2/00
7193029,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,5/2/00
7193030,NE,93.03,524.27,0,0,1,3,D2  ,Adams County,563.54,5/2/00
7202671,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,5/9/00
7202672,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,5/9/00
7202673,NE,93.59,527.44,0,0,1,3,D2  ,Adams County,563.54,5/9/00
7212491,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,5/16/00
7212492,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,5/16/00
7212493,NE,98.62,555.75,0,0,1,3,D2  ,Adams County,563.54,5/16/00
7222283,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,5/23/00
7222284,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,5/23/00
7222285,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,5/23/00
7231941,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,5/30/00
7231942,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,5/30/00
7231943,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,5/30/00
7241657,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,6/6/00
7241658,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,6/6/00
7241659,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,6/6/00
7251607,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,6/13/00
7251608,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,6/13/00
7251609,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,6/13/00
7261541,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,6/20/00
7261542,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,6/20/00
7261543,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,6/20/00
7271236,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,6/27/00
7271237,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,6/27/00
7271238,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,6/27/00
7280682,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,7/4/00
7280683,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,7/4/00
7290072,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,7/11/00
7290073,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,7/11/00
7299581,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,7/18/00
7299582,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,7/18/00
7309251,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,7/25/00
7309252,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,7/25/00
7318929,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,8/1/00
7318930,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,8/1/00
7328552,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,8/8/00
7328553,NE,97.18,547.67,0,0,1,2,D1  ,Adams County,563.54,8/8/00
7338236,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,8/15/00
7338237,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,8/15/00
7338238,NE,81.76,460.76,0,0,1,3,D2  ,Adams County,563.54,8/15/00
7348084,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,8/22/00
7348085,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,8/22/00
7348086,NE,39.29,221.4,0,0,1,3,D2  ,Adams County,563.54,8/22/00
7358155,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,8/29/00
7358156,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,8/29/00
7358157,NE,39.29,221.4,0,0,1,3,D2  ,Adams County,563.54,8/29/00
7368465,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,9/5/00
7368466,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,9/5/00
7368467,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,9/5/00
7379021,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,9/12/00
7379022,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,9/12/00
7379023,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,9/12/00
7389735,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,9/19/00
7389736,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,9/19/00
7389737,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,9/19/00
7400311,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,9/26/00
7400312,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,9/26/00
7400313,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,9/26/00
7410686,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,10/3/00
7410687,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,10/3/00
7410688,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,10/3/00
7421035,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,10/10/00
7421036,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,10/10/00
7421037,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,10/10/00
7431559,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,10/17/00
7431560,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,10/17/00
7431561,NE,100,563.54,0,0,1,3,D2  ,Adams County,563.54,10/17/00
7431562,NE,69.18,389.88,0,0,1,4,D3  ,Adams County,563.54,10/17/00
7442281,NE,100,563.54,0,0,1,1,D0  ,Adams County,563.54,10/24/00
7442282,NE,100,563.54,0,0,1,2,D1  ,Adams County,563.54,10/24/00
